etapa,anos_series,tipo_associacao,componente,sigla,codigo,descricao,unidade_tematica,objeto_conhecimento,origem,escopo,fonte_documento,fonte_pagina
EF_AF,EF5,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF05TV01.c.01,"""Compreender que a avicultura familiar apresenta não somente uma fonte alimentar, mas também consiste em uma alternativa de geração de renda bastante eficiente para as comunidades rurais.""",Alimentação,Avicultura familiar.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,161
EF_AF,EF6,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF05TV01.c.01,"""Compreender que a avicultura familiar apresenta não somente uma fonte alimentar, mas também consiste em uma alternativa de geração de renda bastante eficiente para as comunidades rurais.""",Alimentação,Avicultura familiar.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,161
EF_AF,EF5,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF05TV03.c.03,"""Identificar a importância da horta na composição de uma alimentação saudável, com incentivo para o desenvolvimento da agricultura familiar.""",Meio Ambiente,Horta.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,161
EF_AF,EF6,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF05TV03.c.03,"""Identificar a importância da horta na composição de uma alimentação saudável, com incentivo para o desenvolvimento da agricultura familiar.""",Meio Ambiente,Horta.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,161
EF_AF,EF5,CURRICULAR,Terra – Vida – Trabalho,TVT,MS. EF05TV06.c.06,Comparar costumes e tradições festivas das diferentes populações que vivem na comunidade rural reconhecendo a importância do respeito às diferenças.,Saberes e Conhecimentos Tradicionais,Festas tradicionais.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,161
EF_AF,EF6,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS. EF05TV06.c.06,Comparar costumes e tradições festivas das diferentes populações que vivem na comunidade rural reconhecendo a importância do respeito às diferenças.,Saberes e Conhecimentos Tradicionais,Festas tradicionais.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,161
EF_AF,EF6,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF06TV01.c.01,"""Reconhecer a importância da agricultura familiar na economia local e brasileira, bem como pensar e organizar soluções para os desafios que permeiam o contexto da agricultura familiar local.""",Alimentação,A agricultura familiar e o campo.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,162
EF_AF,EF7,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF06TV01.c.01,"""Reconhecer a importância da agricultura familiar na economia local e brasileira, bem como pensar e organizar soluções para os desafios que permeiam o contexto da agricultura familiar local.""",Alimentação,A agricultura familiar e o campo.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,162
EF_AF,EF6,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF06TV04.c.04,"""Problematizar a forma de utilização da água na comunidade local: no processo de irrigação, contextos de desperdício e poluição, atentando para os cuidados que os agricultores e a sociedade em geral devem ter para evitar o desperdício e a contaminação desse recurso hídrico.""",Meio Ambiente,O manejo das águas e seus cuidados.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,162
EF_AF,EF7,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF06TV04.c.04,"""Problematizar a forma de utilização da água na comunidade local: no processo de irrigação, contextos de desperdício e poluição, atentando para os cuidados que os agricultores e a sociedade em geral devem ter para evitar o desperdício e a contaminação desse recurso hídrico.""",Meio Ambiente,O manejo das águas e seus cuidados.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,162
EF_AF,EF7,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF07TV01.c.01,"""Identificar e reconhecer, por meio da pesquisa, os diversos tipos de plantas que compõem a horticultura na perspectiva de manter e criar novas possibilidades alimentares e de renda na comunidade local (campo).""",Alimentação,Horticultura e suas práticas.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,163
EF_AF,EF8,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF07TV01.c.01,"""Identificar e reconhecer, por meio da pesquisa, os diversos tipos de plantas que compõem a horticultura na perspectiva de manter e criar novas possibilidades alimentares e de renda na comunidade local (campo).""",Alimentação,Horticultura e suas práticas.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,163
EF_AF,EF7,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF07TV04.c.04,"""Discutir e avaliar os prejuízos para o Meio Ambiente em função dos processos de erosão assoreamento, assim, como a importância da mata ciliar e reflorestamento para a conservação ambiental.""",Meio Ambiente,A importância da conservação do Meio Ambiente na Agricultura.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,163
EF_AF,EF8,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF07TV04.c.04,"""Discutir e avaliar os prejuízos para o Meio Ambiente em função dos processos de erosão assoreamento, assim, como a importância da mata ciliar e reflorestamento para a conservação ambiental.""",Meio Ambiente,A importância da conservação do Meio Ambiente na Agricultura.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,163
EF_AF,EF7,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF07TV06.c.06,Conhecer a importância dos saberes tradicionais para manter e desenvolver expressões culturais da região local e ao mesmo tempo conservar a diversidade biológica para o desenvolvimento da humanidade.,Saberes e Conhecimentos Tradicionais,Saberes Tradicionais e Artesanato na comunidade local do campo.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,163
EF_AF,EF8,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF07TV06.c.06,Conhecer a importância dos saberes tradicionais para manter e desenvolver expressões culturais da região local e ao mesmo tempo conservar a diversidade biológica para o desenvolvimento da humanidade.,Saberes e Conhecimentos Tradicionais,Saberes Tradicionais e Artesanato na comunidade local do campo.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,163
EF_AF,EF8,CURRICULAR,Terra – Vida – Trabalho,TVT,MS. EF08TV01.c.01,Pesquisar e identificar diferentes técnicas produtivas que resultam em alternativas capazes de agregar valor para a agricultura familiar da comunidade local.,Alimentação,Técnicas para a produção alimentar na Agricultura familiar.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,164
EF_AF,EF9,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS. EF08TV01.c.01,Pesquisar e identificar diferentes técnicas produtivas que resultam em alternativas capazes de agregar valor para a agricultura familiar da comunidade local.,Alimentação,Técnicas para a produção alimentar na Agricultura familiar.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,164
EF_AF,EF8,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF08TV03.c.03,Identificar a pastagem ecológica como possibilidade para o desenvolvimento da pecuária sustentável com foco na conservação ambiental.,Meio Ambiente,"""Pastagem ecológica e serviços ambientais da pecuária. A importância da conservação do Meio Ambiente na Agricultura Familiar (erosão, assoreamento, mata ciliar, reflorestamento).""",SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,164
EF_AF,EF9,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF08TV03.c.03,Identificar a pastagem ecológica como possibilidade para o desenvolvimento da pecuária sustentável com foco na conservação ambiental.,Meio Ambiente,"""Pastagem ecológica e serviços ambientais da pecuária. A importância da conservação do Meio Ambiente na Agricultura Familiar (erosão, assoreamento, mata ciliar, reflorestamento).""",SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,164
EM,EF9,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF09TV01.c.01,Identificar as práticas dos tratos Agroecológicos em fruticultura compreendendo a relevância do manejo do solo no uso de métodos alternativos comprometidos com o meio ambiente.,Alimentação,Fruticultura e Agroecológica.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,231
EM,EM1,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF09TV01.c.01,Identificar as práticas dos tratos Agroecológicos em fruticultura compreendendo a relevância do manejo do solo no uso de métodos alternativos comprometidos com o meio ambiente.,Alimentação,Fruticultura e Agroecológica.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,231
EM,EF9,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF09TV06.c.06,Conhecer as caraterísticas dos Sistemas agroflorestais diversificados que apresentam opção para recuperação de áreas degradadas e produção de alimentos e geração de renda.,Meio Ambiente,Agrofloresta como forma de recuperação de áreas degradadas e produção de alimentos.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,231
EM,EM1,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF09TV06.c.06,Conhecer as caraterísticas dos Sistemas agroflorestais diversificados que apresentam opção para recuperação de áreas degradadas e produção de alimentos e geração de renda.,Meio Ambiente,Agrofloresta como forma de recuperação de áreas degradadas e produção de alimentos.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,231
EM,EF9,CURRICULAR,Terra – Vida – Trabalho,TVT,MS.EF09TV09.c.09,"""Identificar, valorizar e conservar, em seus lugares de vivência, marcas de contribuição cultural e econômica de grupos de diferentes origens que vivem no campo.""",Saberes e Conhecimentos Tradicionais,Comunidades do campo: manifestações culturais locais.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,231
EM,EM1,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EF09TV09.c.09,"""Identificar, valorizar e conservar, em seus lugares de vivência, marcas de contribuição cultural e econômica de grupos de diferentes origens que vivem no campo.""",Saberes e Conhecimentos Tradicionais,Comunidades do campo: manifestações culturais locais.,SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,231
EM,EM2,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS. EM13TVT.00.601,Identificar e reconhecer as influências de diferentes culturas em sua comunidade local e avaliar a presença dos movimentos sociais em sua própria comunidade local.,Cultura identidade e Pertencimento,"""Estudo das diferentes Culturas, Costumes Locais e organizações Sociais: Festas tradicionais; Folclore Regional; folclore brasileiro; Revisitar a Trajetória dos Movimentos Sociais e das Organizações e suas implicações na definição de Políticas Públicas para a sociedade camponesa.""",SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,232
EM,EM2,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EM13TVT.00.103,"""Conhecer, compreender e analisar, processos de sistemas de produção no campo, agregando a família dentro da economia solidária em consonância com a Legislação Ambiental.""",Sistema de Produção e Processos de Trabalho no Campo e suas Tecnologias,"""Compreensão da Economia Solidária com base no conceito de solidariedade, sistemas de produção, sistema político-econômico; Cooperativas populares; Relações sociais e sustentabilidade econômica.""",SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,232
EM,EM2,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EM13TVT.00.1008,"""Investigar, analisar e discutir sobre a Tecnologia de Produtos Agropecuários considerando sua importância para a sustentabilidade ambiental.""",Sistemas de Produção e Processos de Trabalho no Campo e suas tecnologias,"""Investigação e argumentação para questionar a relevância das tecnologias na produção agropecuária e avaliar a acessibilidade dos pequenos produtores aos produtos tecnológicos no campo. Discussão sobre o comprometimento da agropecuária com a sustentabilidade ambiental.""",SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,232
EM,EM3,RECOMPOSICAO,Terra – Vida – Trabalho,TVT,MS.EM13TVT.00.209,"""Conhecer, analisar e avaliar os sistemas de produção envolvendo as especificidades locais com ênfase nos produtos da região e, ainda adquirir noções de gestão e organização de agroindústria; Compreender a relevância dos segmentos da agroindústria estar comprometidos em desenvolver a sustentabilidade produtiva com uma postura agroecológica, que pressuponha uma nova forma de relação com recursos naturais, com um sistema de produção mais diversificado, que seja capaz de aproveitar os insumos disponíveis nas propriedades, reduzindo desperdícios, custos e aumentando a rentabilidade.""",Sistemas de Produção e Processos de Trabalho no Campo e suas tecnologias,"""Estudar os segmentos da agroindústria: agroindústria alimentícia; agroindústria artesanal; agroindústria fornecedora de matérias-primas; agroindústria não-alimentícia; indústria de máquinas e equipamentos para a agricultura; indústria têxtil.""",SED_MS_MATRIZ_HABILIDADES_ESSENCIAIS,ESSENCIAL_RECOMPOSICAO,MATRIZ_HABILIDADES_ESSENCIAIS_SED_MS,233
